ticker,symbol,name,sector,industry,marketCapCr
VENKEYS.NS,VENKEYS,"Venky's (India) Limited","Consumer Defensive","Farm Products",2029
INSECTICID.NS,INSECTICID,"Insecticides (India) Limited","Basic Materials","Agricultural Inputs",2023
PIXTRANS.NS,PIXTRANS,"PIX Transmissions Limited","Industrials","Specialty Industrial Machinery",1989
AMRUTANJAN.NS,AMRUTANJAN,"Amrutanjan Health Care Limited","Healthcare","Drug Manufacturers - Specialty & Generic",1977
APCOTEXIND.NS,APCOTEXIND,"Apcotex Industries Limited","Basic Materials","Specialty Chemicals",1968
NDRAUTO.NS,NDRAUTO,"NDR Auto Components Limited","Consumer Cyclical","Auto Parts",1964
RHETAN.NS,RHETAN,"Rhetan TMT Limited","Basic Materials","Steel",1963
STOVEKRAFT.NS,STOVEKRAFT,"Stove Kraft Limited","Consumer Cyclical","Furnishings, Fixtures & Appliances",1962
ACCELYA.NS,ACCELYA,"Accelya Solutions India Limited","Technology","Information Technology Services",1958
MUFIN.NS,MUFIN,"Mufin Green Finance Limited","Financial Services","Credit Services",1944
IPL.NS,IPL,"India Pesticides Limited","Basic Materials","Agricultural Inputs",1941
BLSE.NS,BLSE,"BLS E-SERVICES LIMITED","Industrials","Specialty Business Services",1936
DELTACORP.NS,DELTACORP,"Delta Corp Limited","Consumer Cyclical","Resorts & Casinos",1929
BAJEL.NS,BAJEL,"Bajel Projects Limited","Utilities","Utilities - Regulated Electric",1927
SHRINGARMS.NS,SHRINGARMS,"Shringar House of Mangalsutra Limited","Consumer Cyclical","Luxury Goods",1926
MUKANDLTD.NS,MUKANDLTD,"Mukand Limited","Basic Materials","Steel",1908
HITECH.NS,HITECH,"Hi-Tech Pipes Limited","Basic Materials","Steel",1906
MOLDTKPAC.NS,MOLDTKPAC,"Mold-Tek Packaging Limited","Consumer Cyclical","Packaging & Containers",1903
GARUDA.NS,GARUDA,"GARUDA CONSTRUCT N ENG L","Industrials","Engineering & Construction",1900
RANEHOLDIN.NS,RANEHOLDIN,"Rane Holdings Limited","Consumer Cyclical","Auto Parts",1898
INFOBEAN.NS,INFOBEAN,"InfoBeans Technologies Limited","Technology","Software - Application",1885
MOBIKWIK.NS,MOBIKWIK,"ONE MOBIKWIK SYSTEMS LTD","Technology","Software - Infrastructure",1855
SMCGLOBAL.NS,SMCGLOBAL,"SMC Global Securities Limited","Financial Services","Capital Markets",1851
ORIENTHOT.NS,ORIENTHOT,"Oriental Hotels Limited","Consumer Cyclical","Lodging",1850
SASKEN.NS,SASKEN,"Sasken Technologies Limited","Technology","Information Technology Services",1834
ASALCBR.NS,ASALCBR,"Associated Alcohols & Breweries Limited","Consumer Defensive","Beverages - Wineries & Distilleries",1827
SPECTRUM.NS,SPECTRUM,"SPECTRUM ELECTRIC IND LTD","Industrials","Electrical Equipment & Parts",1826
IDEAFORGE.NS,IDEAFORGE,"ideaForge Technology Limited","Technology","Computer Hardware",1822
SPAL.NS,SPAL,"S.P. Apparels Limited","Consumer Cyclical","Apparel Manufacturing",1821
ADOR.NS,ADOR,"Ador Welding Limited","Industrials","Specialty Industrial Machinery",1810
COSMOFIRST.NS,COSMOFIRST,"Cosmo First Limited","Consumer Cyclical","Packaging & Containers",1804
SULA.NS,SULA,"Sula Vineyards Limited","Consumer Defensive","Beverages - Wineries & Distilleries",1803
DIVGIITTS.NS,DIVGIITTS,"Divgi TorqTransfer Systems Limited","Consumer Cyclical","Auto Parts",1802
YASHO.NS,YASHO,"Yasho Industries Limited","Basic Materials","Specialty Chemicals",1797
INDNIPPON.NS,INDNIPPON,"India Nippon Electricals Limited","Consumer Cyclical","Auto Parts",1796
NITINSPIN.NS,NITINSPIN,"Nitin Spinners Limited","Consumer Cyclical","Textile Manufacturing",1793
VERANDA.NS,VERANDA,"Veranda Learning Solutions Limited","Consumer Defensive","Education & Training Services",1793
TALBROAUTO.NS,TALBROAUTO,"Talbros Automotive Components Limited","Consumer Cyclical","Auto Parts",1786
DCXINDIA.NS,DCXINDIA,"DCX Systems Limited","Industrials","Aerospace & Defense",1785
SERVOTECH.NS,SERVOTECH,"Servotech Renewable Power System Limited","Industrials","Electrical Equipment & Parts",1785
TIL.NS,TIL,"TIL Limited","Industrials","Farm & Heavy Construction Machinery",1784
DCW.NS,DCW,"DCW Limited","Basic Materials","Chemicals",1776
WAAREEINDO.NS,WAAREEINDO,"Indosolar Limited","Technology","Solar",1767
MMFL.NS,MMFL,"M M Forgings Limited","Industrials","Metal Fabrication",1760
GENESYS.NS,GENESYS,"Genesys International Corporation Limited","Technology","Software - Application",1754
KERNEX.NS,KERNEX,"Kernex Microsystems (India) Limited","Technology","Software - Application",1743
NIBE.NS,NIBE,"Nibe Limited","Industrials","Conglomerates",1733
THEJO.NS,THEJO,"Thejo Engineering Limited","Industrials","Specialty Industrial Machinery",1733
EXICOM.NS,EXICOM,"Exicom Tele-Systems Limited","Industrials","Electrical Equipment & Parts",1713
INDOTECH.NS,INDOTECH,"Indo Tech Transformers Limited","Industrials","Electrical Equipment & Parts",1713
SOMANYCERA.NS,SOMANYCERA,"Somany Ceramics Limited","Industrials","Building Products & Equipment",1712
NELCO.NS,NELCO,"Nelco Limited","Technology","Communication Equipment",1707
ALLTIME.NS,ALLTIME,"ALL TIME PLASTICS LIMITED","Consumer Defensive","Household & Personal Products",1707
VINDHYATEL.NS,VINDHYATEL,"Vindhya Telelinks Limited","Industrials","Engineering & Construction",1685
VIDHIING.NS,VIDHIING,"Vidhi Specialty Food Ingredients Limited","Basic Materials","Specialty Chemicals",1680
DOLPHIN.NS,DOLPHIN,"Dolphin Offshore Enterprises (India) Limited","Energy","Oil & Gas Equipment & Services",1673
RICOAUTO.NS,RICOAUTO,"Rico Auto Industries Limited","Consumer Cyclical","Auto Parts",1665
SANSTAR.NS,SANSTAR,"SANSTAR LIMITED","Basic Materials","Chemicals",1655
PANAMAPET.NS,PANAMAPET,"Panama Petrochem Limited","Energy","Oil & Gas Refining & Marketing",1655
SPIC.NS,SPIC,"Southern Petrochemical Industries Corporation Limited","Basic Materials","Agricultural Inputs",1652
RAMASTEEL.NS,RAMASTEEL,"Rama Steel Tubes Limited","Basic Materials","Steel",1638
WENDT.NS,WENDT,"Wendt (India) Limited","Industrials","Tools & Accessories",1636
STALLION.NS,STALLION,"STALLION IND FLUOROCHEM L","Basic Materials","Specialty Chemicals",1632
SANGHIIND.NS,SANGHIIND,"Sanghi Industries Limited","Basic Materials","Building Materials",1628
DYCL.NS,DYCL,"Dynamic Cables Limited","Industrials","Electrical Equipment & Parts",1626
BETA.NS,BETA,"BETA DRUGS LIMITED","Healthcare","Drug Manufacturers - Specialty & Generic",1622
WINDLAS.NS,WINDLAS,"Windlas Biotech Limited","Healthcare","Drug Manufacturers - Specialty & Generic",1622
MOL.NS,MOL,"Meghmani Organics Limited","Basic Materials","Agricultural Inputs",1617
EXPLEOSOL.NS,EXPLEOSOL,"Expleo Solutions Limited","Technology","Information Technology Services",1615
GTLINFRA.NS,GTLINFRA,"GTL Infrastructure Limited","Technology","Communication Equipment",1614
ASTEC.NS,ASTEC,"Astec LifeSciences Limited","Basic Materials","Agricultural Inputs",1605
ARMANFIN.NS,ARMANFIN,"Arman Financial Services Limited","Financial Services","Credit Services",1597
HUHTAMAKI.NS,HUHTAMAKI,"Huhtamaki India Limited","Consumer Cyclical","Packaging & Containers",1589
SOLEX.NS,SOLEX,"SOLEX ENERGY LIMITED","Technology","Solar",1588
SALASAR.NS,SALASAR,"Salasar Techno Engineering Limited","Basic Materials","Steel",1577
MOTISONS.NS,MOTISONS,"MOTISONS JEWELLERS LTD","Consumer Cyclical","Luxury Goods",1577
MCLOUD.NS,MCLOUD,"Magellanic Cloud Limited","Technology","Information Technology Services",1576
IVALUE.NS,IVALUE,"iValue Infosolutions Limited","Technology","Information Technology Services",1568
PUNJABCHEM.NS,PUNJABCHEM,"Punjab Chemicals and Crop Protection Limited","Basic Materials","Chemicals",1565
BFINVEST.NS,BFINVEST,"BF Investment Limited","Financial Services","Asset Management",1555
SUMEETINDS.NS,SUMEETINDS,"Sumeet Industries Limited","Consumer Cyclical","Textile Manufacturing",1555
SATIN.NS,SATIN,"Satin Creditcare Network Limited","Financial Services","Credit Services",1553
UNITECH.NS,UNITECH,"Unitech Limited","Real Estate","Real Estate - Diversified",1553
JINDALPHOT.NS,JINDALPHOT,"Jindal Photo Limited","Financial Services","Asset Management",1546
DEEDEV.NS,DEEDEV,"DEE DEVELOPMENT ENG LTD","Industrials","Metal Fabrication",1545
SESHAPAPER.NS,SESHAPAPER,"Seshasayee Paper and Boards Limited","Basic Materials","Paper & Paper Products",1532
RISHABH.NS,RISHABH,"Rishabh Instruments Limited","Technology","Scientific & Technical Instruments",1519
BLISSGVS.NS,BLISSGVS,"Bliss GVS Pharma Limited","Healthcare","Drug Manufacturers - Specialty & Generic",1519
JAGRAN.NS,JAGRAN,"Jagran Prakashan Limited","Communication Services","Publishing",1517
IFGLEXPOR.NS,IFGLEXPOR,"IFGL Refractories Limited","Basic Materials","Building Materials",1507
GOCLCORP.NS,GOCLCORP,"GOCL Corporation Limited","Basic Materials","Specialty Chemicals",1504
DLINKINDIA.NS,DLINKINDIA,"D-Link (India) Limited","Technology","Communication Equipment",1504
MASTERTR.NS,MASTERTR,"Master Trust Limited","Financial Services","Capital Markets",1497
QUICKHEAL.NS,QUICKHEAL,"Quick Heal Technologies Limited","Technology","Software - Application",1491
TTKHLTCARE.NS,TTKHLTCARE,"TTK Healthcare Limited","Healthcare","Drug Manufacturers - General",1491
MONTECARLO.NS,MONTECARLO,"Monte Carlo Fashions Limited","Consumer Cyclical","Apparel Manufacturing",1491
JINDRILL.NS,JINDRILL,"Jindal Drilling & Industries Limited","Energy","Oil & Gas Equipment & Services",1489
SURAKSHA.NS,SURAKSHA,"SURAKSHA DIAGNOSTIC LTD","Healthcare","Diagnostics & Research",1488
DEN.NS,DEN,"DEN Networks Limited","Communication Services","Entertainment",1488
DAMCAPITAL.NS,DAMCAPITAL,"DAM CAPITAL ADVISORS LTD","Financial Services","Capital Markets",1486
DOLATALGO.NS,DOLATALGO,"Dolat Algotech Limited","Financial Services","Capital Markets",1486
HMAAGRO.NS,HMAAGRO,"HMA Agro Industries Limited","Consumer Defensive","Packaged Foods",1482
LAXMIDENTL.NS,LAXMIDENTL,"LAXMI DENTAL LIMITED","Healthcare","Medical Instruments & Supplies",1479
ANTELOPUS.NS,ANTELOPUS,"ANTELOPUS SELAN ENRGY LTD","Energy","Oil & Gas E&P",1478
HIMATSEIDE.NS,HIMATSEIDE,"Himatsingka Seide Limited","Consumer Cyclical","Textile Manufacturing",1472
FINKURVE.NS,FINKURVE,"Finkurve Financial Services Limited","Financial Services","Credit Services",1464
DCMSRIND.NS,DCMSRIND,"DCM Shriram Industries Limited","Consumer Defensive","Confectioners",1460
ASIANTILES.NS,ASIANTILES,"Asian Granito India Limited","Industrials","Building Products & Equipment",1457
PRECAM.NS,PRECAM,"Precision Camshafts Limited","Consumer Cyclical","Auto Parts",1448
SURYODAY.NS,SURYODAY,"Suryoday Small Finance Bank Limited","Financial Services","Banks - Regional",1443
PNBGILTS.NS,PNBGILTS,"PNB Gilts Ltd.","Financial Services","Capital Markets",1442
NAVKARCORP.NS,NAVKARCORP,"Navkar Corporation Limited","Industrials","Integrated Freight & Logistics",1442
SHRIRAMPPS.NS,SHRIRAMPPS,"Shriram Properties Limited","Real Estate","Real Estate - Development",1435
PLATIND.NS,PLATIND,"Platinum Industries Limited","Basic Materials","Specialty Chemicals",1426
TINNARUBR.NS,TINNARUBR,"Tinna Rubber and Infrastructure Limited","Basic Materials","Specialty Chemicals",1423
JGCHEM.NS,JGCHEM,"J.G.CHEMICALS LIMITED","Basic Materials","Other Industrial Metals & Mining",1417
MANAKCOAT.NS,MANAKCOAT,"Manaksia Coated Metals & Industries Limited","Industrials","Metal Fabrication",1414
GREENPOWER.NS,GREENPOWER,"Orient Green Power Company Limited","Utilities","Utilities - Independent Power Producers",1409
SHANTIGOLD.NS,SHANTIGOLD,"SHANTI GOLD INTERNATION L","Consumer Cyclical","Luxury Goods",1398
ORIENTTECH.NS,ORIENTTECH,"ORIENT TECHNOLOGIES LTD","Technology","Information Technology Services",1394
IGARASHI.NS,IGARASHI,"Igarashi Motors India Limited","Consumer Cyclical","Auto Parts",1393
SYNCOMF.NS,SYNCOMF,"Syncom Formulations (India) Limited","Healthcare","Drug Manufacturers - Specialty & Generic",1392
CIFL.NS,CIFL,"Capital India Finance Limited","Financial Services","Credit Services",1390
GODAVARIB.NS,GODAVARIB,"GODAVARI BIOREFINERIES L","Basic Materials","Chemicals",1383
ALICON.NS,ALICON,"Alicon Castalloy Limited","Industrials","Metal Fabrication",1382
RGL.NS,RGL,"Renaissance Global Limited","Consumer Cyclical","Luxury Goods",1382
IKIO.NS,IKIO,"IKIO Technologies Limited","Technology","Electronic Components",1379
ONEPOINT.NS,ONEPOINT,"One Point One Solutions Limited","Industrials","Specialty Business Services",1373
SPMLINFRA.NS,SPMLINFRA,"SPML Infra Limited","Industrials","Engineering & Construction",1371
GANDHAR.NS,GANDHAR,"Gandhar Oil Refinery (India) Limited","Energy","Oil & Gas Refining & Marketing",1371
SBC.NS,SBC,"SBC Exports Limited","Industrials","Conglomerates",1360
ARIHANTSUP.NS,ARIHANTSUP,"Arihant Superstructures Limited","Real Estate","Real Estate - Development",1355
HESTERBIO.NS,HESTERBIO,"Hester Biosciences Limited","Healthcare","Drug Manufacturers - Specialty & Generic",1350
ESAFSFB.NS,ESAFSFB,"ESAF Small Finance Bank","Financial Services","Banks - Regional",1349
MAHASTEEL.NS,MAHASTEEL,"Mahamaya Steel Industries Limited","Basic Materials","Steel",1347
ECOSMOBLTY.NS,ECOSMOBLTY,"ECOS (INDIA) MOB & HOSP L","Industrials","Rental & Leasing Services",1346
ANDHRAPAP.NS,ANDHRAPAP,"Andhra Paper Limited","Basic Materials","Paper & Paper Products",1345
TEXINFRA.NS,TEXINFRA,"Texmaco Infrastructure & Holdings Limited","Real Estate","Real Estate Services",1337
SHREDIGCEM.NS,SHREDIGCEM,"Shree Digvijay Cement Company Limited","Basic Materials","Building Materials",1335
GPTINFRA.NS,GPTINFRA,"GPT Infraprojects Limited","Industrials","Engineering & Construction",1328
ZUARI.NS,ZUARI,"Zuari Agro Chemicals Limited","Basic Materials","Agricultural Inputs",1327
JAGSNPHARM.NS,JAGSNPHARM,"Jagsonpal Pharmaceuticals Limited","Healthcare","Drug Manufacturers - Specialty & Generic",1324
GNA.NS,GNA,"G N A Axles Limited","Consumer Cyclical","Auto Parts",1320
SIGACHI.NS,SIGACHI,"Sigachi Industries Limited","Healthcare","Drug Manufacturers - Specialty & Generic",1315
MEGASOFT.NS,MEGASOFT,"Megasoft Limited","Healthcare","Drug Manufacturers - Specialty & Generic",1310
UNIECOM.NS,UNIECOM,"UNICOMMERCE ESOLUTIONS L","Technology","Software - Application",1309
LGHL.NS,LGHL,"LAXMI GOLDORNA HOUSE LTD","Consumer Cyclical","Luxury Goods",1306
CLSEL.NS,CLSEL,"Chaman Lal Setia Exports Ltd.","Consumer Defensive","Packaged Foods",1303
PASHUPATI.NS,PASHUPATI,"Pashupati Cotspin Limited","Consumer Cyclical","Textile Manufacturing",1302
APOLLOPIPE.NS,APOLLOPIPE,"Apollo Pipes Limited","Industrials","Building Products & Equipment",1298
BAJAJHCARE.NS,BAJAJHCARE,"Bajaj HealthCare Limited","Healthcare","Drug Manufacturers - Specialty & Generic",1298
SRM.NS,SRM,"SRM CONTRACTORS LIMITED","Industrials","Engineering & Construction",1296
EKC.NS,EKC,"Everest Kanto Cylinder Limited","Industrials","Specialty Industrial Machinery",1295
CENTRUM.NS,CENTRUM,"Centrum Capital Limited","Financial Services","Financial Conglomerates",1293
RUPA.NS,RUPA,"Rupa & Company Limited","Consumer Cyclical","Apparel Manufacturing",1293
IMPAL.NS,IMPAL,"India Motor Parts & Accessories Limited","Consumer Cyclical","Auto Parts",1284
ALLDIGI.NS,ALLDIGI,"Alldigi Tech Limited","Industrials","Specialty Business Services",1278
BALAJITELE.NS,BALAJITELE,"Balaji Telefilms Limited","Communication Services","Entertainment",1273
DSSL.NS,DSSL,"Dynacons Systems & Solutions Limited","Technology","Information Technology Services",1270
JNKINDIA.NS,JNKINDIA,"JNK India Limited","Industrials","Specialty Industrial Machinery",1267
ASIANENE.NS,ASIANENE,"Asian Energy Services Limited","Energy","Oil & Gas Equipment & Services",1262
RAJRILTD.NS,RAJRILTD,"Raj Rayon Industries Limited","Consumer Cyclical","Textile Manufacturing",1258
LEMERITE.NS,LEMERITE,"LE MERITE EXPORTS LIMITED","Consumer Cyclical","Textile Manufacturing",1250
RACLGEAR.NS,RACLGEAR,"RACL Geartech Limited","Consumer Cyclical","Auto Parts",1248
STANLEY.NS,STANLEY,"STANLEY LIFESTYLES LTD","Consumer Cyclical","Furnishings, Fixtures & Appliances",1248
SURAJEST.NS,SURAJEST,"SURAJ ESTATE DEVELOPERS L","Real Estate","Real Estate - Development",1246
HITECHGEAR.NS,HITECHGEAR,"The Hi-Tech Gears Limited","Consumer Cyclical","Auto Parts",1245
BHARATWIRE.NS,BHARATWIRE,"Bharat Wire Ropes Limited","Basic Materials","Steel",1244
AURUM.NS,AURUM,"Aurum PropTech Limited","Real Estate","Real Estate Services",1243
INDORAMA.NS,INDORAMA,"Indo Rama Synthetics (India) Limited","Consumer Cyclical","Textile Manufacturing",1236
IGPL.NS,IGPL,"I G Petrochemicals Limited","Basic Materials","Chemicals",1235
RIIL.NS,RIIL,"Reliance Industrial Infrastructure Limited","Industrials","Engineering & Construction",1235
TARSONS.NS,TARSONS,"Tarsons Products Limited","Healthcare","Medical Instruments & Supplies",1231
SHREEPUSHK.NS,SHREEPUSHK,"Shree Pushkar Chemicals & Fertilisers Limited","Basic Materials","Specialty Chemicals",1230
IZMO.NS,IZMO,"IZMO Limited","Technology","Software - Application",1227
WCIL.NS,WCIL,"WESTERN CARRIERS (IND) L","Industrials","Integrated Freight & Logistics",1225
AWHCL.NS,AWHCL,"Antony Waste Handling Cell Limited","Industrials","Waste Management",1222
SALZERELEC.NS,SALZERELEC,"Salzer Electronics Limited","Industrials","Electrical Equipment & Parts",1222
MADRASFERT.NS,MADRASFERT,"Madras Fertilizers Limited","Basic Materials","Agricultural Inputs",1220
JYOTISTRUC.NS,JYOTISTRUC,"Jyoti Structures Limited","Industrials","Specialty Industrial Machinery",1217
ABINFRA.NS,ABINFRA,"A B INFRABUILD LIMITED","Industrials","Engineering & Construction",1213
JARO.NS,JARO,"JARO INS OF TEC MG N RE L","Consumer Defensive","Education & Training Services",1213
ICEMAKE.NS,ICEMAKE,"Ice Make Refrigeration Limited","Industrials","Specialty Industrial Machinery",1206
ATULAUTO.NS,ATULAUTO,"Atul Auto Limited","Consumer Cyclical","Auto Manufacturers",1205
NIITLTD.NS,NIITLTD,"NIIT Limited","Consumer Defensive","Education & Training Services",1202
BLKASHYAP.NS,BLKASHYAP,"B.L. Kashyap and Sons Limited","Industrials","Engineering & Construction",1199
BIRLANU.NS,BIRLANU,"BirlaNu Limited","Industrials","Building Products & Equipment",1195
OMAXE.NS,OMAXE,"Omaxe Limited","Real Estate","Real Estate - Development",1194
BUTTERFLY.NS,BUTTERFLY,"Butterfly Gandhimathi Appliances Limited","Consumer Cyclical","Furnishings, Fixtures & Appliances",1187
CAPITALSFB.NS,CAPITALSFB,"Capital Small Finance Bank Limited","Financial Services","Banks - Regional",1186
ADVENTHTL.NS,ADVENTHTL,"Advent Hotels International Limited","Consumer Cyclical","Resorts & Casinos",1186
SIGNPOST.NS,SIGNPOST,"Signpost India Limited","Communication Services","Advertising Agencies",1180
RAJOOENG.NS,RAJOOENG,"Rajoo Engineers Limited","Industrials","Specialty Industrial Machinery",1179
UDS.NS,UDS,"Updater Services Limited","Industrials","Specialty Business Services",1177
ROTO.NS,ROTO,"Roto Pumps Limited","Industrials","Specialty Industrial Machinery",1174
DIFFNKG.NS,DIFFNKG,"DIFFUSION ENGINEERS LTD","Industrials","Specialty Industrial Machinery",1171
YUKEN.NS,YUKEN,"Yuken India Limited","Industrials","Specialty Industrial Machinery",1167
CONFIPET.NS,CONFIPET,"Confidence Petroleum India Limited","Energy","Oil & Gas Refining & Marketing",1167
EXCELINDUS.NS,EXCELINDUS,"Excel Industries Limited","Basic Materials","Specialty Chemicals",1165
IRMENERGY.NS,IRMENERGY,"IRM Energy Limited","Utilities","Utilities - Regulated Gas",1163
GTPL.NS,GTPL,"GTPL Hathway Limited","Communication Services","Entertainment",1160
VHL.NS,VHL,"Vardhman Holdings Limited","Financial Services","Credit Services",1158
KROSS.NS,KROSS,"KROSS LIMITED","Consumer Cyclical","Auto Parts",1157
GPTHEALTH.NS,GPTHEALTH,"GPT Healthcare Limited","Healthcare","Medical Care Facilities",1152
CONTROLPR.NS,CONTROLPR,"Control Print Limited","Industrials","Business Equipment & Supplies",1151
IFBAGRO.NS,IFBAGRO,"IFB Agro Industries Limited","Consumer Defensive","Beverages - Wineries & Distilleries",1146
TEMBO.NS,TEMBO,"Tembo Global Industries Limited","Industrials","Metal Fabrication",1142
CNL.NS,CNL,"Creative Newtech Limited","Technology","Electronics & Computer Distribution",1138
JPOLYINVST.NS,JPOLYINVST,"Jindal Poly Investment and Finance Company Limited","Financial Services","Asset Management",1136
SKMEGGPROD.NS,SKMEGGPROD,"SKM Egg Products Export (India) Limited","Consumer Defensive","Packaged Foods",1136
WALCHANNAG.NS,WALCHANNAG,"Walchandnagar Industries Limited","Industrials","Engineering & Construction",1132
AMNPLST.NS,AMNPLST,"Amines & Plasticizers Limited","Basic Materials","Chemicals",1130
SPORTKING.NS,SPORTKING,"Sportking India Limited","Consumer Cyclical","Textile Manufacturing",1124
MATRIMONY.NS,MATRIMONY,"Matrimony.com Limited","Communication Services","Internet Content & Information",1123
STLNETWORK.NS,STLNETWORK,"STL NETWORKS LIMITED","Communication Services","Telecom Services",1118
SILVERTUC.NS,SILVERTUC,"Silver Touch Technologies Limited","Technology","Information Technology Services",1114
BHARATSE.NS,BHARATSE,"Bharat Seats Limited","Consumer Cyclical","Auto Parts",1113
HARIOMPIPE.NS,HARIOMPIPE,"Hariom Pipe Industries Limited","Basic Materials","Steel",1112
ARFIN.NS,ARFIN,"Arfin India Limited","Basic Materials","Aluminum",1100
RATNAVEER.NS,RATNAVEER,"Ratnaveer Precision Engineering Limited","Basic Materials","Steel",1100
PARACABLES.NS,PARACABLES,"Paramount Communications Limited","Technology","Communication Equipment",1099
ALLCARGO.NS,ALLCARGO,"Allcargo Logistics Limited","Industrials","Integrated Freight & Logistics",1092
KRISHIVAL.NS,KRISHIVAL,"KRISHIVAL FOODS LIMITED","Consumer Defensive","Packaged Foods",1091
BOROSCI.NS,BOROSCI,"Borosil Scientific Limited","Consumer Cyclical","Packaging & Containers",1086
RNBDENIMS.NS,RNBDENIMS,"R & B Denims Limited","Consumer Cyclical","Textile Manufacturing",1086
TBZ.NS,TBZ,"Tribhovandas Bhimji Zaveri Limited","Consumer Cyclical","Luxury Goods",1084
ELECTHERM.NS,ELECTHERM,"Electrotherm (India) Limited","Basic Materials","Steel",1080
DECCANCE.NS,DECCANCE,"Deccan Cements Limited","Basic Materials","Building Materials",1079
VASCONEQ.NS,VASCONEQ,"Vascon Engineers Limited","Industrials","Engineering & Construction",1078
VIDYAWIRES.NS,VIDYAWIRES,"VIDYA WIRES LIMITED","Industrials","Electrical Equipment & Parts",1077
FAZE3Q.NS,FAZE3Q,"Faze Three Limited","Consumer Cyclical","Textile Manufacturing",1076
MICEL.NS,MICEL,"MIC Electronics Limited","Technology","Electronic Components",1072
BSHSL.NS,BSHSL,"Bombay Super Hybrid Seeds Limited","Basic Materials","Agricultural Inputs",1071
WEALTH.NS,WEALTH,"Wealth First Portfolio Managers Limited","Financial Services","Capital Markets",1063
HEUBACHIND.NS,HEUBACHIND,"Sudarshan Colorants India Limited","Basic Materials","Specialty Chemicals",1056
QUADFUTURE.NS,QUADFUTURE,"QUADRANT FUTURE TEK LTD","Industrials","Railroads",1056
VENUSREM.NS,VENUSREM,"Venus Remedies Limited","Healthcare","Drug Manufacturers - Specialty & Generic",1054
MANALIPETC.NS,MANALIPETC,"Manali Petrochemicals Limited","Basic Materials","Specialty Chemicals",1049
PROSTARM.NS,PROSTARM,"PROSTARM INFO SYSTEMS LTD","Industrials","Electrical Equipment & Parts",1045
AGARIND.NS,AGARIND,"Agarwal Industrial Corporation Limited","Basic Materials","Specialty Chemicals",1043
MAMATA.NS,MAMATA,"MAMATA MACHINERY LIMITED","Industrials","Specialty Industrial Machinery",1043
ROHLTD.NS,ROHLTD,"Royal Orchid Hotels Limited","Consumer Cyclical","Lodging",1043
NDTV.NS,NDTV,"New Delhi Television Limited","Communication Services","Broadcasting",1042
BIGBLOC.NS,BIGBLOC,"Bigbloc Construction Limited","Industrials","Building Products & Equipment",1040
AVTNPL.NS,AVTNPL,"AVT Natural Products Limited","Basic Materials","Specialty Chemicals",1031
ANDHRSUGAR.NS,ANDHRSUGAR,"The Andhra Sugars Limited","Basic Materials","Chemicals",1027
ESTER.NS,ESTER,"Ester Industries Limited","Basic Materials","Specialty Chemicals",1027
GKWLIMITED.NS,GKWLIMITED,"GKW Limited","Industrials","Specialty Business Services",1023
BAJAJINDEF.NS,BAJAJINDEF,"INDEF MANUFACTURING LTD","Industrials","Farm & Heavy Construction Machinery",1021
OAL.NS,OAL,"Oriental Aromatics Limited","Basic Materials","Specialty Chemicals",1019
STEL.NS,STEL,"STEL Holdings Limited","Financial Services","Asset Management",1019
MEIL.NS,MEIL,"MANGAL ELECTRICAL IND L","Industrials","Electrical Equipment & Parts",1019
AFSL.NS,AFSL,"Abans Financial Services Limited","Financial Services","Capital Markets",1018
CREST.NS,CREST,"Crest Ventures Limited","Financial Services","Financial Conglomerates",1017
ARISINFRA.NS,ARISINFRA,"ARISINFRA SOLUTIONS LTD","Industrials","Engineering & Construction",1012
ARIHANTCAP.NS,ARIHANTCAP,"Arihant Capital Markets Limited","Financial Services","Capital Markets",1005
MACPOWER.NS,MACPOWER,"Macpower CNC Machines Limited","Industrials","Specialty Industrial Machinery",1005
STEELXIND.NS,STEELXIND,"Steel Exchange India Limited","Basic Materials","Steel",1004
BIL.NS,BIL,"Bhartiya International Ltd.","Consumer Cyclical","Footwear & Accessories",1003
TNPL.NS,TNPL,"Tamil Nadu Newsprint and Papers Limited","Basic Materials","Paper & Paper Products",998
SWELECTES.NS,SWELECTES,"Swelect Energy Systems Limited","Technology","Solar",998
FABTECH.NS,FABTECH,"FABTECH TECHNOLOGIES LTD","Healthcare","Health Information Services",993
UNIENTER.NS,UNIENTER,"Uniphos Enterprises Limited","Basic Materials","Chemicals",992
MAXIND.NS,MAXIND,"Max India Limited","Healthcare","Medical Care Facilities",991
BLUSPRING.NS,BLUSPRING,"Bluspring Enterprises Limited","Industrials","Specialty Business Services",989
DHANBANK.NS,DHANBANK,"Dhanlaxmi Bank Limited","Financial Services","Banks - Regional",987
DPSCLTD.NS,DPSCLTD,"India Power Corporation Limited","Utilities","Utilities - Regulated Electric",986
DVL.NS,DVL,"Dhunseri Ventures Limited","Financial Services","Capital Markets",985
STERTOOLS.NS,STERTOOLS,"Sterling Tools Limited","Industrials","Tools & Accessories",979
LINCOLN.NS,LINCOLN,"Lincoln Pharmaceuticals Limited","Healthcare","Drug Manufacturers - Specialty & Generic",978
HERANBA.NS,HERANBA,"Heranba Industries Limited","Basic Materials","Agricultural Inputs",975
5PAISA.NS,5PAISA,"5paisa Capital Limited","Financial Services","Capital Markets",972
BESTAGRO.NS,BESTAGRO,"Best Agrolife Limited","Basic Materials","Agricultural Inputs",970
