ticker,symbol,name,sector,industry,marketCapCr
RELIANCE.NS,RELIANCE,"Reliance Industries Limited","Energy","Oil & Gas Refining & Marketing",2087190
HDFCBANK.NS,HDFCBANK,"HDFC Bank Limited","Financial Services","Banks - Regional",1529479
BHARTIARTL.NS,BHARTIARTL,"Bharti Airtel Limited","Communication Services","Telecom Services",1280345
TCS.NS,TCS,"Tata Consultancy Services Limited","Technology","Information Technology Services",1159633
ICICIBANK.NS,ICICIBANK,"ICICI Bank Limited","Financial Services","Banks - Regional",976703
SBIN.NS,SBIN,"State Bank of India","Financial Services","Banks - Regional",887201
INFY.NS,INFY,"Infosys Limited","Technology","Information Technology Services",644413
BAJFINANCE.NS,BAJFINANCE,"Bajaj Finance Limited","Financial Services","Credit Services",620519
LT.NS,LT,"Larsen & Toubro Limited","Industrials","Engineering & Construction",559009
LICI.NS,LICI,"Life Insurance Corporation of India","Financial Services","Insurance - Life",540471
HINDUNILVR.NS,HINDUNILVR,"Hindustan Unilever Limited","Consumer Defensive","Household & Personal Products",535976
MARUTI.NS,MARUTI,"Maruti Suzuki India Limited","Consumer Cyclical","Auto Manufacturers",514174
ITC.NS,ITC,"ITC Limited","Consumer Defensive","Tobacco",503281
HCLTECH.NS,HCLTECH,"HCL Technologies Limited","Technology","Information Technology Services",447496
M&M.NS,M&M,"Mahindra & Mahindra Limited","Consumer Cyclical","Auto Manufacturers",434537
KOTAKBANK.NS,KOTAKBANK,"Kotak Mahindra Bank Limited","Financial Services","Banks - Regional",434025
SUNPHARMA.NS,SUNPHARMA,"Sun Pharmaceutical Industries Limited","Healthcare","Drug Manufacturers - Specialty & Generic",427394
AXISBANK.NS,AXISBANK,"Axis Bank Limited","Financial Services","Banks - Regional",378593
TITAN.NS,TITAN,"Titan Company Limited","Consumer Cyclical","Luxury Goods",348564
ULTRACEMCO.NS,ULTRACEMCO,"UltraTech Cement Limited","Basic Materials","Building Materials",339078
BAJAJFINSV.NS,BAJAJFINSV,"Bajaj Finserv Ltd.","Financial Services","Financial Conglomerates",324949
ADANIPORTS.NS,ADANIPORTS,"Adani Ports and Special Economic Zone Limited","Industrials","Marine Shipping",323828
NTPC.NS,NTPC,"NTPC Limited","Utilities","Utilities - Regulated Electric",311263
ONGC.NS,ONGC,"Oil and Natural Gas Corporation Limited","Energy","Oil & Gas Integrated",292188
ADANIENT.NS,ADANIENT,"Adani Enterprises Limited","Energy","Thermal Coal",290582
HAL.NS,HAL,"Hindustan Aeronautics Limited","Industrials","Aerospace & Defense",284992
BEL.NS,BEL,"Bharat Electronics Limited","Industrials","Aerospace & Defense",283619
ADANIPOWER.NS,ADANIPOWER,"Adani Power Limited","Utilities","Utilities - Independent Power Producers",280264
WIPRO.NS,WIPRO,"Wipro Limited","Technology","Information Technology Services",271539
ASIANPAINT.NS,ASIANPAINT,"Asian Paints Limited","Basic Materials","Specialty Chemicals",267543
JSWSTEEL.NS,JSWSTEEL,"JSW Steel Limited","Basic Materials","Steel",264430
ETERNAL.NS,ETERNAL,"Eternal Limited","Consumer Cyclical","Internet Retail",258817
TMPV.NS,TMPV,"Tata Motors Passenger Vehicles Limited","Consumer Cyclical","Auto Manufacturers",254316
BAJAJ-AUTO.NS,BAJAJ-AUTO,"Bajaj Auto Limited","Consumer Cyclical","Auto Manufacturers",251523
DMART.NS,DMART,"Avenue Supermarts Limited","Consumer Defensive","Discount Stores",250975
POWERGRID.NS,POWERGRID,"Power Grid Corporation of India Limited","Utilities","Utilities - Regulated Electric",242141
HINDZINC.NS,HINDZINC,"Hindustan Zinc Limited","Basic Materials","Other Industrial Metals & Mining",239871
NESTLEIND.NS,NESTLEIND,"Nestlé India Limited","Consumer Defensive","Packaged Foods",239227
IOC.NS,IOC,"Indian Oil Corporation Limited","Energy","Oil & Gas Refining & Marketing",236870
COALINDIA.NS,COALINDIA,"Coal India Limited","Energy","Thermal Coal",235170
VEDL.NS,VEDL,"Vedanta Limited","Basic Materials","Other Industrial Metals & Mining",222407
TATASTEEL.NS,TATASTEEL,"Tata Steel Limited","Basic Materials","Steel",211809
SBILIFE.NS,SBILIFE,"SBI Life Insurance Company Limited","Financial Services","Insurance - Life",204207
EICHERMOT.NS,EICHERMOT,"Eicher Motors Limited","Consumer Cyclical","Auto Manufacturers",193696
INDIGO.NS,INDIGO,"InterGlobe Aviation Limited","Industrials","Airlines",192290
GRASIM.NS,GRASIM,"Grasim Industries Limited","Basic Materials","Building Materials",189962
JIOFIN.NS,JIOFIN,"Jio Financial Services Limited","Financial Services","Asset Management",187577
HINDALCO.NS,HINDALCO,"Hindalco Industries Limited","Basic Materials","Aluminum",187114
HYUNDAI.NS,HYUNDAI,"HYUNDAI MOTOR INDIA LTD","Consumer Cyclical","Auto Manufacturers",184341
LTIM.NS,LTIM,"LTIMindtree Limited","Technology","Information Technology Services",184211
TVSMOTOR.NS,TVSMOTOR,"TVS Motor Company Limited","Consumer Cyclical","Auto Manufacturers",171902
DLF.NS,DLF,"DLF Limited","Real Estate","Real Estate - Development",171327
ADANIGREEN.NS,ADANIGREEN,"Adani Green Energy Limited","Utilities","Utilities - Renewable",169423
DIVISLAB.NS,DIVISLAB,"Divi's Laboratories Limited","Healthcare","Drug Manufacturers - Specialty & Generic",168188
HDFCLIFE.NS,HDFCLIFE,"HDFC Life Insurance Company Limited","Financial Services","Insurance - Life",164933
VBL.NS,VBL,"Varun Beverages Limited","Consumer Defensive","Beverages - Non-Alcoholic",161372
BPCL.NS,BPCL,"Bharat Petroleum Corporation Limited","Energy","Oil & Gas Refining & Marketing",159722
SHRIRAMFIN.NS,SHRIRAMFIN,"Shriram Finance Limited","Financial Services","Credit Services",159615
MUTHOOTFIN.NS,MUTHOOTFIN,"Muthoot Finance Limited","Financial Services","Credit Services",154519
PIDILITIND.NS,PIDILITIND,"Pidilite Industries Limited","Basic Materials","Specialty Chemicals",149919
IRFC.NS,IRFC,"Indian Railway Finance Corporation Limited","Financial Services","Credit Services",146380
BANKBARODA.NS,BANKBARODA,"Bank of Baroda Limited","Financial Services","Banks - Regional",146306
BRITANNIA.NS,BRITANNIA,"Britannia Industries Limited","Consumer Defensive","Packaged Foods",146151
TRENT.NS,TRENT,"Trent Limited","Consumer Cyclical","Apparel Retail",146093
CHOLAFIN.NS,CHOLAFIN,"Cholamandalam Investment and Finance Company Limited","Financial Services","Credit Services",144755
TMCV.NS,TMCV,"TATA MOTORS LIMITED","Consumer Cyclical","Auto Manufacturers",142635
TECHM.NS,TECHM,"Tech Mahindra Limited","Technology","Information Technology Services",139792
TATACAP.NS,TATACAP,"TATA CAPITAL LIMITED","Financial Services","Asset Management",137543
AMBUJACEM.NS,AMBUJACEM,"Ambuja Cements Limited","Basic Materials","Building Materials",135653
PNB.NS,PNB,"Punjab National Bank","Financial Services","Banks - Regional",134585
CANBK.NS,CANBK,"Canara Bank","Financial Services","Banks - Regional",133493
TORNTPHARM.NS,TORNTPHARM,"Torrent Pharmaceuticals Limited","Healthcare","Drug Manufacturers - Specialty & Generic",127428
MOTHERSON.NS,MOTHERSON,"Samvardhana Motherson International Limited","Consumer Cyclical","Auto Parts",126199
CUMMINSIND.NS,CUMMINSIND,"Cummins India Limited","Industrials","Specialty Industrial Machinery",124590
BAJAJHLDNG.NS,BAJAJHLDNG,"Bajaj Holdings & Investment Limited","Financial Services","Asset Management",123385
IDEA.NS,IDEA,"Vodafone Idea Limited","Communication Services","Telecom Services",122036
TATAPOWER.NS,TATAPOWER,"Tata Power Company Limited","Utilities","Utilities - Independent Power Producers",121406
CIPLA.NS,CIPLA,"Cipla Limited","Healthcare","Drug Manufacturers - Specialty & Generic",121133
GODREJCP.NS,GODREJCP,"Godrej Consumer Products Limited","Consumer Defensive","Household & Personal Products",120988
ADANIENSOL.NS,ADANIENSOL,"Adani Energy Solutions Limited","Utilities","Utilities - Independent Power Producers",119444
HEROMOTOCO.NS,HEROMOTOCO,"Hero MotoCorp Limited","Consumer Cyclical","Auto Manufacturers",118979
UNIONBANK.NS,UNIONBANK,"Union Bank of India","Financial Services","Banks - Regional",116947
TATACONSUM.NS,TATACONSUM,"Tata Consumer Products Limited","Consumer Defensive","Packaged Foods",115782
SIEMENS.NS,SIEMENS,"Siemens Limited","Industrials","Specialty Industrial Machinery",112591
ABB.NS,ABB,"ABB India Limited","Industrials","Specialty Industrial Machinery",111118
PFC.NS,PFC,"Power Finance Corporation Limited","Financial Services","Credit Services",110960
POLYCAB.NS,POLYCAB,"Polycab India Limited","Industrials","Electrical Equipment & Parts",110817
HDFCAMC.NS,HDFCAMC,"HDFC Asset Management Company Limited","Financial Services","Asset Management",110716
GAIL.NS,GAIL,"GAIL (India) Limited","Utilities","Utilities - Regulated Gas",110672
GMRAIRPORT.NS,GMRAIRPORT,"GMR Airports Limited","Industrials","Airports & Air Services",109344
SOLARINDS.NS,SOLARINDS,"Solar Industries India Limited","Basic Materials","Specialty Chemicals",107846
INDUSTOWER.NS,INDUSTOWER,"Indus Towers Limited","Communication Services","Telecom Services",107635
LODHA.NS,LODHA,"Lodha Developers Limited","Real Estate","Real Estate - Development",107434
IDBI.NS,IDBI,"IDBI Bank Limited","Financial Services","Banks - Regional",107019
BOSCHLTD.NS,BOSCHLTD,"Bosch Limited","Consumer Cyclical","Auto Parts",106955
DRREDDY.NS,DRREDDY,"Dr. Reddy's Laboratories Limited","Healthcare","Drug Manufacturers - Specialty & Generic",106309
ENRIN.NS,ENRIN,"Siemens Energy India Limited","Utilities","Utilities - Renewable",106117
CGPOWER.NS,CGPOWER,"CG Power and Industrial Solutions Limited","Industrials","Electrical Equipment & Parts",106044
BSE.NS,BSE,"BSE Limited","Financial Services","Financial Data & Stock Exchanges",105833
UNITDSPR.NS,UNITDSPR,"UNITED SPIRITS LIMITED","Consumer Defensive","Beverages - Wineries & Distilleries",105787
LGEINDIA.NS,LGEINDIA,"LG ELECTRONICS INDIA LTD","Technology","Consumer Electronics",105393
MAXHEALTH.NS,MAXHEALTH,"Max Healthcare Institute Limited","Healthcare","Medical Care Facilities",104397
INDIANB.NS,INDIANB,"Indian Bank","Financial Services","Banks - Regional",104196
INDHOTEL.NS,INDHOTEL,"The Indian Hotels Company Limited","Consumer Cyclical","Lodging",103249
JINDALSTEL.NS,JINDALSTEL,"Jindal Steel Limited","Basic Materials","Steel",102888
SWIGGY.NS,SWIGGY,"SWIGGY LIMITED","Consumer Cyclical","Internet Retail",102577
APOLLOHOSP.NS,APOLLOHOSP,"Apollo Hospitals Enterprise Limited","Healthcare","Medical Care Facilities",101390
HINDPETRO.NS,HINDPETRO,"Hindustan Petroleum Corporation Limited","Energy","Oil & Gas Refining & Marketing",99018
ASHOKLEY.NS,ASHOKLEY,"Ashok Leyland Limited","Industrials","Farm & Heavy Construction Machinery",98534
PERSISTENT.NS,PERSISTENT,"Persistent Systems Limited","Technology","Information Technology Services",97515
BHEL.NS,BHEL,"Bharat Heavy Electricals Limited","Industrials","Specialty Industrial Machinery",97271
MAZDOCK.NS,MAZDOCK,"Mazagon Dock Shipbuilders Limited","Industrials","Aerospace & Defense",97188
ICICIGI.NS,ICICIGI,"ICICI Lombard General Insurance Company Limited","Financial Services","Insurance - Diversified",97141
MARICO.NS,MARICO,"Marico Limited","Consumer Defensive","Household & Personal Products",95653
LUPIN.NS,LUPIN,"Lupin Limited","Healthcare","Drug Manufacturers - Specialty & Generic",95498
SHREECEM.NS,SHREECEM,"Shree Cement Limited","Basic Materials","Building Materials",93871
ICICIPRULI.NS,ICICIPRULI,"ICICI Prudential Life Insurance Company Limited","Financial Services","Insurance - Life",92304
ZYDUSLIFE.NS,ZYDUSLIFE,"Zydus Lifesciences Limited","Healthcare","Drug Manufacturers - Specialty & Generic",92005
ABCAPITAL.NS,ABCAPITAL,"Aditya Birla Capital Limited","Financial Services","Financial Conglomerates",91042
SRF.NS,SRF,"SRF Limited","Industrials","Conglomerates",89393
GROWW.NS,GROWW,"BILLIONBRAINS GARAGE VN L","Financial Services","Capital Markets",89054
HAVELLS.NS,HAVELLS,"Havells India Limited","Industrials","Electrical Equipment & Parts",88574
RECLTD.NS,RECLTD,"REC Limited","Financial Services","Credit Services",88366
DABUR.NS,DABUR,"Dabur India Limited","Consumer Defensive","Household & Personal Products",88188
NAUKRI.NS,NAUKRI,"Info Edge (India) Limited","Communication Services","Internet Content & Information",87202
BHARTIHEXA.NS,BHARTIHEXA,"BHARTI HEXACOM LIMITED","Communication Services","Telecom Services",87180
MANKIND.NS,MANKIND,"Mankind Pharma Limited","Healthcare","Drug Manufacturers - Specialty & Generic",86937
POWERINDIA.NS,POWERINDIA,"Hitachi Energy India Limited","Industrials","Electrical Equipment & Parts",86114
POLICYBZR.NS,POLICYBZR,"PB Fintech Limited","Financial Services","Insurance Brokers",83995
WAAREEENER.NS,WAAREEENER,"WAAREE ENERGIES LIMITED","Technology","Solar",83962
JSWENERGY.NS,JSWENERGY,"JSW Energy Limited","Utilities","Utilities - Independent Power Producers",83570
DIXON.NS,DIXON,"Dixon Technologies (India) Limited","Technology","Consumer Electronics",82468
PAYTM.NS,PAYTM,"One97 Communications Limited","Technology","Software - Infrastructure",82084
MEESHO.NS,MEESHO,"MEESHO LIMITED","Consumer Cyclical","Internet Retail",81367
SBICARD.NS,SBICARD,"SBI Cards and Payment Services Limited","Financial Services","Credit Services",80663
BAJAJHFL.NS,BAJAJHFL,"BAJAJ HOUSING FINANCE LTD","Financial Services","Mortgage Finance",79488
GVT&D.NS,GVT&D,"GE Vernova T&D India Ltd","Industrials","Specialty Industrial Machinery",77147
NHPC.NS,NHPC,"NHPC Limited","Utilities","Utilities - Renewable",76352
NTPCGREEN.NS,NTPCGREEN,"NTPC GREEN ENERGY LIMITED","Utilities","Utilities - Renewable",76064
LTF.NS,LTF,"L&T Finance Limited","Financial Services","Credit Services",75279
AUBANK.NS,AUBANK,"AU Small Finance Bank Limited","Financial Services","Banks - Regional",73096
UNOMINDA.NS,UNOMINDA,"Uno Minda Limited","Consumer Cyclical","Auto Parts",72525
SUZLON.NS,SUZLON,"Suzlon Energy Limited","Industrials","Specialty Industrial Machinery",72238
IDFCFIRSTB.NS,IDFCFIRSTB,"IDFC First Bank Limited","Financial Services","Banks - Regional",71733
NYKAA.NS,NYKAA,"FSN E-Commerce Ventures Limited","Consumer Cyclical","Internet Retail",70766
IOB.NS,IOB,"Indian Overseas Bank","Financial Services","Banks - Regional",70421
PRESTIGE.NS,PRESTIGE,"Prestige Estates Projects Limited","Real Estate","Real Estate - Diversified",70119
LENSKART.NS,LENSKART,"LENSKART SOLUTIONS LTD","Healthcare","Medical Instruments & Supplies",69985
LLOYDSME.NS,LLOYDSME,"Lloyds Metals and Energy Limited","Basic Materials","Steel",69480
AUROPHARMA.NS,AUROPHARMA,"Aurobindo Pharma Limited","Healthcare","Drug Manufacturers - Specialty & Generic",68424
COROMANDEL.NS,COROMANDEL,"Coromandel International Limited","Basic Materials","Agricultural Inputs",68355
OFSS.NS,OFSS,"Oracle Financial Services Software Limited","Technology","Software - Infrastructure",68131
BHARATFORG.NS,BHARATFORG,"Bharat Forge Limited","Consumer Cyclical","Auto Parts",67887
NMDC.NS,NMDC,"NMDC Limited","Basic Materials","Steel",67864
ALKEM.NS,ALKEM,"Alkem Laboratories Limited","Healthcare","Drug Manufacturers - Specialty & Generic",67716
YESBANK.NS,YESBANK,"Yes Bank Limited","Financial Services","Banks - Regional",67462
GICRE.NS,GICRE,"General Insurance Corporation of India","Financial Services","Insurance - Reinsurance",66246
FORTIS.NS,FORTIS,"Fortis Healthcare Limited","Healthcare","Medical Care Facilities",66084
JSL.NS,JSL,"Jindal Stainless Limited","Basic Materials","Steel",65918
INDUSINDBK.NS,INDUSINDBK,"IndusInd Bank Limited","Financial Services","Banks - Regional",65836
OIL.NS,OIL,"Oil India Limited","Energy","Oil & Gas Integrated",65341
MRF.NS,MRF,"MRF Limited","Consumer Cyclical","Auto Parts",64765
RVNL.NS,RVNL,"Rail Vikas Nigam Limited","Industrials","Engineering & Construction",64653
TORNTPOWER.NS,TORNTPOWER,"Torrent Power Limited","Utilities","Utilities - Independent Power Producers",64560
ATGL.NS,ATGL,"Adani Total Gas Limited","Utilities","Utilities - Regulated Gas",64548
FEDERALBNK.NS,FEDERALBNK,"The Federal Bank Limited","Financial Services","Banks - Regional",64468
PHOENIXLTD.NS,PHOENIXLTD,"The Phoenix Mills Limited","Real Estate","Real Estate - Diversified",63688
VMM.NS,VMM,"VISHAL MEGA MART LIMITED","Consumer Cyclical","Department Stores",63553
BANKINDIA.NS,BANKINDIA,"Bank of India Limited","Financial Services","Banks - Regional",63455
UPL.NS,UPL,"UPL Limited","Basic Materials","Agricultural Inputs",63324
BERGEPAINT.NS,BERGEPAINT,"Berger Paints India Limited","Basic Materials","Specialty Chemicals",62964
COFORGE.NS,COFORGE,"Coforge Limited","Technology","Information Technology Services",62546
HDBFS.NS,HDBFS,"HDB FINANCIAL SERVICES L","Financial Services","Credit Services",62504
GODREJPROP.NS,GODREJPROP,"Godrej Properties Limited","Real Estate","Real Estate - Development",60952
SCHAEFFLER.NS,SCHAEFFLER,"Schaeffler India Limited","Consumer Cyclical","Auto Parts",60010
OBEROIRLTY.NS,OBEROIRLTY,"Oberoi Realty Limited","Real Estate","Real Estate - Development",59183
ABBOTINDIA.NS,ABBOTINDIA,"Abbott India Limited","Healthcare","Drug Manufacturers - Specialty & Generic",59084
COLPAL.NS,COLPAL,"Colgate-Palmolive (India) Limited","Consumer Defensive","Household & Personal Products",58792
PATANJALI.NS,PATANJALI,"Patanjali Foods Limited","Consumer Defensive","Packaged Foods",58661
FACT.NS,FACT,"The Fertilisers and Chemicals Travancore Limited","Basic Materials","Agricultural Inputs",58016
MFSL.NS,MFSL,"Max Financial Services Limited","Financial Services","Insurance - Life",57620
JSWINFRA.NS,JSWINFRA,"JSW Infrastructure Limited","Industrials","Marine Shipping",56853
GLENMARK.NS,GLENMARK,"Glenmark Pharmaceuticals Limited","Healthcare","Drug Manufacturers - Specialty & Generic",55495
NAM-INDIA.NS,NAM-INDIA,"Nippon Life India Asset Management Limited","Financial Services","Asset Management",55263
MPHASIS.NS,MPHASIS,"Mphasis Limited","Technology","Information Technology Services",54498
LAURUSLABS.NS,LAURUSLABS,"Laurus Labs Limited","Healthcare","Drug Manufacturers - Specialty & Generic",54056
IRCTC.NS,IRCTC,"Indian Railway Catering & Tourism Corporation Limited","Industrials","Railroads",53684
SAIL.NS,SAIL,"Steel Authority of India Limited","Basic Materials","Steel",53652
SUNDARMFIN.NS,SUNDARMFIN,"Sundaram Finance Limited","Financial Services","Credit Services",52523
TATACOMM.NS,TATACOMM,"Tata Communications Limited","Communication Services","Telecom Services",52007
MCX.NS,MCX,"Multi Commodity Exchange of India Limited","Financial Services","Financial Data & Stock Exchanges",51738
LINDEINDIA.NS,LINDEINDIA,"Linde India Limited","Basic Materials","Specialty Chemicals",51546
BIOCON.NS,BIOCON,"Biocon Limited","Healthcare","Biotechnology",51387
NATIONALUM.NS,NATIONALUM,"National Aluminium Company Limited","Basic Materials","Aluminum",50866
TIINDIA.NS,TIINDIA,"Tube Investments of India Limited","Industrials","Conglomerates",50746
MOTILALOFS.NS,MOTILALOFS,"Motilal Oswal Financial Services Limited","Financial Services","Capital Markets",50084
BDL.NS,BDL,"Bharat Dynamics Limited","Industrials","Aerospace & Defense",49691
KALYANKJIL.NS,KALYANKJIL,"Kalyan Jewellers India Limited","Consumer Cyclical","Luxury Goods",49475
PIIND.NS,PIIND,"PI Industries Limited","Basic Materials","Agricultural Inputs",49445
LTTS.NS,LTTS,"L&T Technology Services Limited","Technology","Information Technology Services",48604
APLAPOLLO.NS,APLAPOLLO,"APL Apollo Tubes Limited","Basic Materials","Steel",48129
AIIL.NS,AIIL,"Authum Investment & Infrastructure Limited","Financial Services","Capital Markets",47774
M&MFIN.NS,M&MFIN,"Mahindra & Mahindra Financial Services Limited","Financial Services","Credit Services",47462
HEXT.NS,HEXT,"Hexaware Technologies Limited","Technology","Information Technology Services",46373
VOLTAS.NS,VOLTAS,"Voltas Limited","Consumer Cyclical","Furnishings, Fixtures & Appliances",46135
BALKRISIND.NS,BALKRISIND,"Balkrishna Industries Limited","Consumer Cyclical","Auto Parts",45953
360ONE.NS,360ONE,"360 One Wam Limited","Financial Services","Asset Management",45909
GODFRYPHLP.NS,GODFRYPHLP,"Godfrey Phillips India Limited","Consumer Defensive","Tobacco",44690
GLAXO.NS,GLAXO,"GlaxoSmithKline Pharmaceuticals Limited","Healthcare","Drug Manufacturers - General",43800
MAHABANK.NS,MAHABANK,"Bank of Maharashtra","Financial Services","Banks - Regional",43473
JKCEMENT.NS,JKCEMENT,"J.K. Cement Limited","Basic Materials","Building Materials",43456
SUPREMEIND.NS,SUPREMEIND,"The Supreme Industries Limited","Industrials","Building Products & Equipment",43293
UBL.NS,UBL,"United Breweries Limited","Consumer Defensive","Beverages - Brewers",42953
RADICO.NS,RADICO,"Radico Khaitan Limited","Consumer Defensive","Beverages - Wineries & Distilleries",42444
HUDCO.NS,HUDCO,"Housing and Urban Development Corporation Limited","Financial Services","Credit Services",42244
PGHH.NS,PGHH,"Procter & Gamble Hygiene and Health Care Limited","Consumer Defensive","Household & Personal Products",42004
COCHINSHIP.NS,COCHINSHIP,"Cochin Shipyard Limited","Industrials","Aerospace & Defense",41051
PREMIERENE.NS,PREMIERENE,"PREMIER ENERGIES LIMITED","Technology","Solar",40985
PAGEIND.NS,PAGEIND,"Page Industries Limited","Consumer Cyclical","Apparel Manufacturing",40552
ESCORTS.NS,ESCORTS,"Escorts Kubota Limited","Industrials","Farm & Heavy Construction Machinery",40499
3MINDIA.NS,3MINDIA,"3M India Limited","Industrials","Conglomerates",39845
KEI.NS,KEI,"KEI Industries Limited","Industrials","Electrical Equipment & Parts",39750
PETRONET.NS,PETRONET,"Petronet LNG Limited","Energy","Oil & Gas Refining & Marketing",39733
ITCHOTELS.NS,ITCHOTELS,"ITC HOTELS LIMITED","Consumer Cyclical","Resorts & Casinos",39690
ASTRAL.NS,ASTRAL,"Astral Limited","Industrials","Building Products & Equipment",39301
PWL.NS,PWL,"Physicswallah Limited","Consumer Defensive","Education & Training Services",39292
DALBHARAT.NS,DALBHARAT,"Dalmia Bharat Limited","Basic Materials","Building Materials",38767
FLUOROCHEM.NS,FLUOROCHEM,"Gujarat Fluorochemicals Limited","Basic Materials","Specialty Chemicals",38697
NH.NS,NH,"Narayana Hrudayalaya Limited","Healthcare","Medical Care Facilities",38445
CONCOR.NS,CONCOR,"Container Corporation of India Limited","Industrials","Railroads",38061
ANTHEM.NS,ANTHEM,"ANTHEM BIOSCIENCES LTD","Healthcare","Biotechnology",37838
IREDA.NS,IREDA,"Indian Renewable Energy Development Agency Limited","Financial Services","Credit Services",37620
BLUESTARCO.NS,BLUESTARCO,"Blue Star Limited","Industrials","Building Products & Equipment",37327
JUBLFOOD.NS,JUBLFOOD,"Jubilant FoodWorks Limited","Consumer Cyclical","Restaurants",36833
ENDURANCE.NS,ENDURANCE,"Endurance Technologies Limited","Consumer Cyclical","Auto Parts",36719
IPCALAB.NS,IPCALAB,"Ipca Laboratories Limited","Healthcare","Drug Manufacturers - Specialty & Generic",36371
TATAINVEST.NS,TATAINVEST,"Tata Investment Corporation Limited","Financial Services","Capital Markets",36092
UCOBANK.NS,UCOBANK,"UCO Bank","Financial Services","Banks - Regional",36013
APARINDS.NS,APARINDS,"APAR Industries Limited","Industrials","Electrical Equipment & Parts",35955
HINDCOPPER.NS,HINDCOPPER,"Hindustan Copper Limited","Basic Materials","Copper",35722
POONAWALLA.NS,POONAWALLA,"Poonawalla Fincorp Limited","Financial Services","Credit Services",35703
AIAENG.NS,AIAENG,"AIA Engineering Limited","Industrials","Specialty Industrial Machinery",35125
CHOLAHLDNG.NS,CHOLAHLDNG,"Cholamandalam Financial Holdings Limited","Financial Services","Credit Services",35058
PIRAMALFIN.NS,PIRAMALFIN,"PIRAMAL FINANCE LIMITED","Financial Services","Credit Services",34635
GODREJIND.NS,GODREJIND,"Godrej Industries Limited","Industrials","Conglomerates",34179
NLCINDIA.NS,NLCINDIA,"NLC India Limited","Utilities","Utilities - Regulated Electric",33363
ACC.NS,ACC,"ACC Limited","Basic Materials","Building Materials",33286
KPRMILL.NS,KPRMILL,"K.P.R. Mill Limited","Consumer Cyclical","Textile Manufacturing",33183
CENTRALBK.NS,CENTRALBK,"Central Bank of India","Financial Services","Banks - Regional",32712
THERMAX.NS,THERMAX,"Thermax Limited","Industrials","Conglomerates",32494
AJANTPHARM.NS,AJANTPHARM,"Ajanta Pharma Limited","Healthcare","Drug Manufacturers - Specialty & Generic",32447
CRISIL.NS,CRISIL,"CRISIL Limited","Financial Services","Financial Data & Stock Exchanges",32416
APOLLOTYRE.NS,APOLLOTYRE,"Apollo Tyres Limited","Consumer Cyclical","Auto Parts",32387
KPITTECH.NS,KPITTECH,"KPIT Technologies Limited","Technology","Software - Infrastructure",32003
GODIGIT.NS,GODIGIT,"GO DIGIT GENERAL INS LTD","Financial Services","Insurance - Property & Casualty",31892
AWL.NS,AWL,"AWL Agri Business Limited","Consumer Defensive","Packaged Foods",31488
CDSL.NS,CDSL,"Central Depository Services (India) Limited","Financial Services","Capital Markets",31375
ASTERDM.NS,ASTERDM,"Aster DM Healthcare Limited","Healthcare","Medical Care Facilities",31302
TATAELXSI.NS,TATAELXSI,"Tata Elxsi Limited","Technology","Software - Application",31151
EXIDEIND.NS,EXIDEIND,"Exide Industries Limited","Consumer Cyclical","Auto Parts",31135
NAVINFLUOR.NS,NAVINFLUOR,"Navin Fluorine International Limited","Basic Materials","Chemicals",30897
METROBRAND.NS,METROBRAND,"Metro Brands Limited","Consumer Cyclical","Apparel Retail",30732
MEDANTA.NS,MEDANTA,"Global Health Limited","Healthcare","Medical Care Facilities",30622
MSUMI.NS,MSUMI,"Motherson Sumi Wiring India Limited","Consumer Cyclical","Auto Parts",30181
SONACOMS.NS,SONACOMS,"Sona BLW Precision Forgings Limited","Consumer Cyclical","Auto Parts",30172
NBCC.NS,NBCC,"NBCC (India) Limited","Industrials","Engineering & Construction",30154
HONAUT.NS,HONAUT,"Honeywell Automation India Limited","Industrials","Electrical Equipment & Parts",30070
DELHIVERY.NS,DELHIVERY,"Delhivery Limited","Industrials","Integrated Freight & Logistics",30058
SANDUMA.NS,SANDUMA,"The Sandur Manganese & Iron Ores Limited","Basic Materials","Steel",30021
ITI.NS,ITI,"ITI Limited","Technology","Communication Equipment",29078
LICHSGFIN.NS,LICHSGFIN,"LIC Housing Finance Limited","Financial Services","Mortgage Finance",28922
TVSHLTD.NS,TVSHLTD,"TVS Holdings Limited","Consumer Cyclical","Auto Parts",28707
ZFCVINDIA.NS,ZFCVINDIA,"ZF Commercial Vehicle Control Systems India Limited","Consumer Cyclical","Auto Parts",28508
SJVN.NS,SJVN,"SJVN Limited","Utilities","Utilities - Renewable",28507
AEGISVOPAK.NS,AEGISVOPAK,"AEGIS VOPAK TERMINALS LTD","Energy","Oil & Gas Equipment & Services",28221
IKS.NS,IKS,"INVENTURUS KNOWLEDGE SO L","Healthcare","Health Information Services",28115
KAYNES.NS,KAYNES,"Kaynes Technology India Limited","Technology","Electronic Components",28088
JBCHEPHARM.NS,JBCHEPHARM,"J. B. Chemicals & Pharmaceuticals Limited","Healthcare","Drug Manufacturers - Specialty & Generic",27956
NIACL.NS,NIACL,"The New India Assurance Company Limited","Financial Services","Insurance - Diversified",27424
GLAND.NS,GLAND,"Gland Pharma Limited","Healthcare","Drug Manufacturers - Specialty & Generic",27424
STARHEALTH.NS,STARHEALTH,"Star Health and Allied Insurance Company Limited","Financial Services","Insurance - Diversified",27143
