ticker,symbol,name,sector,industry,marketCap,currency,exchange,quoteType,isin
MANAKCOAT.NS,MANAKCOAT,Manaksia Coated Metals & Industries Limited,Industrials,Metal Fabrication,14144719872,INR,NSE,EQUITY,
MANAKSIA.NS,MANAKSIA,Manaksia Limited,Industrials,Metal Fabrication,3971966208,INR,NSE,EQUITY,
MANINFRA.NS,MANINFRA,Man Infraconstruction Limited,Industrials,Engineering & Construction,51850960896,INR,NSE,EQUITY,
MANUGRAPH.NS,MANUGRAPH,Manugraph India Limited,Industrials,Specialty Industrial Machinery,510024096,INR,NSE,EQUITY,
MARINE.NS,MARINE,Marine Electricals (India) Limited,Industrials,Electrical Equipment & Parts,27066363904,INR,NSE,EQUITY,
MARKOLINES.NS,MARKOLINES,MARKOLINES PAVEMENT TEC L,Industrials,Infrastructure Operations,3726665216,INR,NSE,EQUITY,
MAZDA.NS,MAZDA,Mazda Limited,Industrials,Specialty Industrial Machinery,4300648448,INR,NSE,EQUITY,
MAZDOCK.NS,MAZDOCK,Mazagon Dock Shipbuilders Limited,Industrials,Aerospace & Defense,971884199936,INR,NSE,EQUITY,
MBEL.NS,MBEL,M AND B ENGINEERING LTD,Industrials,Engineering & Construction,22016350208,INR,NSE,EQUITY,
MBLINFRA.NS,MBLINFRA,MBL Infrastructures Limited,Industrials,Engineering & Construction,5079223808,INR,NSE,EQUITY,
MEIL.NS,MEIL,MANGAL ELECTRICAL IND L,Industrials,Electrical Equipment & Parts,10191371264,INR,NSE,EQUITY,
MEP.NS,MEP,MEP Infrastructure Developers Limited,Industrials,Infrastructure Operations,394409024,INR,NSE,EQUITY,
MITCON.NS,MITCON,MITCON Consultancy & Engineering Services Limited,Industrials,Engineering & Construction,1220261248,INR,NSE,EQUITY,
MMFL.NS,MMFL,M M Forgings Limited,Industrials,Metal Fabrication,17601890304,INR,NSE,EQUITY,
MMTC.NS,MMTC,MMTC Limited,Industrials,Conglomerates,82319998976,INR,NSE,EQUITY,
MODISONLTD.NS,MODISONLTD,Modison Limited,Industrials,Electrical Equipment & Parts,4509252096,INR,NSE,EQUITY,
MOLDTECH.NS,MOLDTECH,Mold-Tek Technologies Limited,Industrials,Engineering & Construction,4731577344,INR,NSE,EQUITY,
MSTCLTD.NS,MSTCLTD,MSTC Limited,Industrials,Conglomerates,33309759488,INR,NSE,EQUITY,
MTARTECH.NS,MTARTECH,MTAR Technologies Limited,Industrials,Specialty Industrial Machinery,73238585344,INR,NSE,EQUITY,
MURUDCERA.NS,MURUDCERA,Murudeshwar Ceramics Ltd.,Industrials,Building Products & Equipment,2081936768,INR,NSE,EQUITY,
